1 1:1.0 2:0.8302411873840445 3:1.0 4:0.9966759431045146 5:0.5431530327678364 6:0.9511677899140135 7:0.3309609574715315 8:0.11329305135951662 9:350.0 10:349.5 11:349.5 12:349.5 13:56898.0 14:200.0 15:179.5335225362821 16:46.70793925285445 17:0.9720754927121937 18:1168.5155921806956 19:-731.4039244555463 20:-520.2278052264114 21:-556.6401121393508 22:-259.72792369914765 23:-449.2705669705341
1 1:0.34591053715141307 2:0.020682245500940104 3:0.00201450443190975 4:0.1 5:0.1 6:0.0035775968418455466 7:0.03663952627683198 8:0.47952134221564274 9:272.5 10:272.0 11:272.0 12:272.0 13:5695.0 14:155.71428571428572 15:134.98858606321846 16:1.2771239923373883 17:0.9343852139835944 18:4114.473588811678 19:-1390.4020129549301 20:767.1806372178964 21:-3653.3742441376744 22:-8347.903431859726 23:-5311.846597674346
1 1:0.6802193554621443 2:1.0 3:0.7654427645788336 4:0.6710583153347732 5:0.08868841082581541 6:0.41401804302567663 7:0.2272033310201249 8:0.12477446217904233 9:168.0 10:167.5 11:167.5 12:167.5 13:7748.0 14:96.0 15:134.8787815569436 16:7.286820443762707 17:0.9712075052298766 18:211.03945453985324 19:-53.21517803401486 20:-307.4219201407479 21:8.93498556207211 22:82.55929414601458 23:371.44354810413085
1 1:0.5509918595048287 2:0.7672253258845437 3:1.0 4:0.4245810055865922 5:0.1 6:0.1 7:0.1 8:0.1 9:283.5 10:283.0 11:283.0 12:283.0 13:1254.0 14:162.0 15:189.23832290829165 16:1.5975511982570807 17:0.9391801014109353 18:144.83099821362475 19:-148.12961946235444 20:-163.29483481454741 21:-170.63735735337457 22:-212.53408079857792 23:37.15995529090294
1 1:0.5253158382517926 2:0.020306020306020307 3:0.1 4:0.1 5:0.00227408737283064 6:0.071573907839617 7:0.29539198084979057 8:0.9982046678635548 9:355.25 10:354.75 11:354.75 12:354.75 13:6894.0 14:203.0 15:235.22997865311058 16:3.419898409222253 17:0.9358442008833497 18:3876.0594840600193 19:-3666.0939005952628 20:-4192.012361079907 21:-765.8578003517597 22:1268.5101503077578 23:-1859.6338247212695
1 1:0.4357543136864022 2:1.0 3:0.8640996602491506 4:0.7157417893544734 5:0.1 6:0.1 7:0.1 8:0.1 9:251.0 10:250.5 11:250.5 12:250.5 13:2728.0 14:143.42857142857142 15:132.10586354766193 16:3.0305421137527175 17:0.9480062783248168 18:326.904253110753 19:-209.34559121694667 20:475.219152284418 21:-952.8347504832651 22:-1050.0772062192857 23:-443.1757716519242
1 1:0.1314323515075552 2:0.31155778894472363 3:0.9346733668341709 4:1.0 5:0.1 6:0.1 7:0.1 8:0.1 9:225.5 10:225.0 11:225.0 12:225.0 13:688.0 14:128.85714285714286 15:123.18212830883333 16:3.43591312327929 17:0.9217862901760486 18:0.3183098861837907 19:-0.18156303977270372 20:0.8675992444367999 21:-1.1311004057880047 22:-0.32634753032743946 23:-0.0679912559400871
1 1:0.47211622987084495 2:0.018691588785046728 3:0.1 4:0.1 5:0.1 6:0.1 7:0.01564185544768069 8:1.0 9:421.5 10:421.0 11:421.0 12:421.0 13:2693.0 14:240.85714285714286 15:216.35713106635822 16:0.7941518948792132 17:0.9445448968140602 18:1311.7550409634014 19:187.82083494996854 20:3906.897999725022 21:1198.1710938376352 22:259.6801860638007 23:-3393.534947978911
1 1:0.49694547100082964 2:0.8405405405405405 3:1.0 4:0.9216216216216216 5:0.1 6:0.1 7:0.1 8:0.1 9:157.5 10:157.0 11:157.0 12:157.0 13:789.0 14:90.0 15:78.17745381959101 16:2.833400974025974 17:0.9336910204283076 18:1.5915494309189535 19:-1.6440652033869863 20:-2.2061259362295904 21:-1.2656879707295305 22:-1.223264789440313 23:0.084896925708183
1 1:1.0 2:0.3374003984063745 3:0.534175796812749 4:1.0 5:0.027371160369905664 6:0.30117570519076164 7:0.3176727543101445 8:0.49268088665830195 9:185.5 10:185.0 11:185.0 12:185.0 13:29289.0 14:106.0 15:95.13148795220224 16:53.290702821512795 17:0.9681962162573298 18:3684.755242463561 19:-2770.681726335298 20:1638.2437161175499 21:-7886.145952538567 22:-7726.87590385493 23:-2261.63324682025
