2 1:0.9210650385422314 2:0.36921571862992386 3:0.1 4:0.026422331131472406 5:0.16407415299382058 6:0.9533347538887705 7:1.0 8:0.23456393793472446 9:0.27843766720171215 10:9060.0 11:8.848006443817962 12:174.4338176287173 13:137.95642449410514 14:359.7613058508884 15:-305.37213814233485 16:304.67410681714637
2 1:0.5298618593895662 2:0.01043621439035316 3:0.4644506483679912 4:1.0 5:0.8680303702350823 6:0.13444830015393847 7:0.15802496697735857 8:0.011348626072073077 9:0.008539376011609087 10:47103.0 11:10.084663093347837 12:25810.15712121267 13:12586.603403878245 14:41226.18521563301 15:3774.389068733736 16:-7764.309546388693
2 1:0.002938758374586737 2:0.02214564346563577 3:0.1 4:0.009265734265734266 5:0.2354895104895105 6:1.0 7:0.47415042679980673 8:0.10726364954098888 9:0.11354485424383959 10:12283.0 11:20.85291666666667 12:237.45917509310786 13:-539.5140884249473 14:-17.235024164871945 15:-457.0386176579588 16:-24.689428581647928
2 1:1.0 2:0.36332627858713296 3:0.5358273147772458 4:1.0 5:0.635884119126836 6:0.013470745759961048 7:0.42587819427056484 8:0.11650342440533176 9:0.11053833124677812 10:14792.0 11:4.948850989059478 12:7937.693631765189 13:3728.8981829234312 14:18900.062631602315 15:15520.92163669788 16:-246.01327428738855
2 1:0.6762593316534394 2:0.10201822763346914 3:0.1 4:0.0592198710711294 5:0.27836253050223986 6:1.0 7:0.8811221549985595 8:0.1365240564678767 9:0.09460530106597523 10:48310.0 11:45.26050300376744 12:1975.1128437704213 13:2822.4358867856226 14:3981.350142364245 15:-3186.0026828169016 16:1272.9575053841356
2 1:0.8208574494660732 2:0.062048097391059584 3:0.15140459686245897 4:1.0 5:0.9536665450565487 6:0.056548704852243704 7:0.026378378378378378 8:0.004324324324324324 9:0.1 10:3654.0 11:1.7254385299767465 12:1592.504360577505 13:2809.8997494554974 14:-3455.3264257221163 15:3282.686968861813 16:-193.0020182682061
2 1:0.3435325981814664 2:0.19153414586960726 3:1.0 4:0.9009241086032057 5:0.5610484134772653 6:0.3699705593719333 7:1.0 8:0.2089083894805477 9:0.17064225168441643 10:78778.0 11:29.14226221883489 12:31346.839281493525 13:-7714.814784959078 14:-12971.157835643333 15:296.75143591714664 16:-937.5273231856679
2 1:0.1136793747562156 2:0.25669955649297177 3:0.0005346342767400675 4:0.26491128412470344 5:0.7052160256624452 6:1.0 7:1.0 8:0.2671357764708904 9:0.24746398212588921 10:76946.0 11:56.42338970169105 12:7276.882308047639 13:1497.997087135024 14:8754.557884282684 15:7753.034759388618 16:2797.574189037745
2 1:0.9289702038682698 2:0.11215891270256143 3:0.6867970826801172 4:1.0 5:0.3478290505078045 6:0.3765478381387317 7:1.0 8:0.11301506109690253 9:0.05606706450696221 10:87633.0 11:44.40028273162245 12:21561.993380203796 13:5079.180282255477 14:-21.442937974350908 15:-4525.990868615463 16:2057.7451693803837
2 1:0.9683070370285557 2:0.11779523231583046 3:0.6197672481496466 4:1.0 5:0.3891334872319665 6:0.06458982841095695 7:0.3765884349517778 8:0.06221283993542779 9:0.03054762200422203 10:43732.0 11:7.863396012472834 12:22640.108964708295 13:-3014.270315760035 14:3775.988987787576 15:6948.868447705339 16:1026.2688939600193
2 1:1.0 2:0.10958983533777292 3:0.4100490079459485 4:1.0 5:0.3743160298805729 6:0.03444830375410382 7:0.5017556459979251 8:0.04413055622057298 9:0.00845902162636661 10:43170.0 11:4.892007221401608 12:22801.81038688966 13:-14969.601463196977 14:40820.12234279305 15:-2653.3724935375126 16:-5711.198196290172
2 1:1.0 2:0.17445896891674767 3:0.004224360478760855 4:0.29969490729875614 5:0.5779159821638113 6:1.0 7:1.0 8:0.24112676056338028 9:0.10852112676056339 10:17603.0 11:19.087858316732145 12:1877.0733988258137 13:1998.291429064423 14:1092.6243509790636 15:-4395.051225231709 16:1982.9897292291073
2 1:1.0 2:0.04534259005862273 3:0.1159682899207248 4:1.0 5:0.6113250283125707 6:0.020838052095130236 7:0.20576979687959965 8:0.013541360023550192 9:0.002207830438622314 10:3720.0 11:1.739152473641525 12:2209.0706101155074 13:-765.2652355244539 14:9318.618886293094 15:11245.795890348041 16:-2613.4964348613753
2 1:1.0 2:0.25778693149757365 3:0.0053574161947038115 4:0.358028470840349 5:0.7570794428287158 6:1.0 7:1.0 8:0.1801021649233763 9:0.07759669180248115 10:18381.0 11:13.537205890981634 12:1793.9945185318443 13:-1597.6388883799832 14:6259.287647859234 15:4073.0822594969522 16:-2967.0549401107783
2 1:0.9248947951273533 2:0.25692137320044295 3:0.07441911744439238 4:0.9002508199884237 5:0.6600700090956699 6:1.0 7:1.0 8:0.38123370981754995 9:0.4336518969012453 10:81622.0 11:51.50413827697195 12:16559.11689905316 13:-2010.358873356721 14:6567.384392184585 15:-2111.5046296559003 16:4677.252637927108
