Kernel	Cost	Gamma	Mean_Acc_Train	Std_Acc_Train	Mean_Acc_Test	Std_Acc_Test
Sigmoid	0.100000	1.000000	50.53	0.44	45.20	3.95
Sigmoid	0.100000	10.000000	50.53	0.44	45.20	3.95
Sigmoid	0.100000	100.000000	50.53	0.44	45.20	3.95
Sigmoid	0.100000	1000.000000	50.53	0.44	45.20	3.95
Sigmoid	1.000000	0.001000	49.43	0.93	46.66	5.23
Sigmoid	1.000000	0.010000	49.23	0.82	47.26	5.41
Sigmoid	1.000000	0.100000	49.23	0.82	47.26	5.41
Sigmoid	1.000000	1.000000	49.23	0.82	47.26	5.41
Sigmoid	1.000000	10.000000	49.23	0.82	47.26	5.41
Sigmoid	1.000000	100.000000	49.23	0.82	47.26	5.41
Sigmoid	1.000000	1000.000000	49.23	0.82	47.26	5.41
Sigmoid	10.000000	0.001000	49.43	0.93	46.66	5.23
Sigmoid	10.000000	0.010000	49.23	0.82	47.26	5.41
Sigmoid	10.000000	0.100000	49.23	0.82	47.26	5.41
Sigmoid	10.000000	1.000000	49.23	0.82	47.26	5.41
Sigmoid	10.000000	10.000000	49.23	0.82	47.26	5.41
Sigmoid	10.000000	100.000000	49.23	0.82	47.26	5.41
Sigmoid	10.000000	1000.000000	49.23	0.82	47.26	5.41
Sigmoid	100.000000	0.001000	49.43	0.93	46.66	5.23
Sigmoid	100.000000	0.010000	49.23	0.82	47.26	5.41
Sigmoid	100.000000	0.100000	49.23	0.82	47.26	5.41
Sigmoid	100.000000	1.000000	49.23	0.82	47.26	5.41
Sigmoid	100.000000	10.000000	49.23	0.82	47.26	5.41
Sigmoid	100.000000	100.000000	49.23	0.82	47.26	5.41
Sigmoid	100.000000	1000.000000	49.23	0.82	47.26	5.41
Sigmoid	1000.000000	0.001000	49.63	0.86	46.95	5.16
Sigmoid	1000.000000	0.010000	49.23	0.82	47.26	5.41
Sigmoid	1000.000000	0.100000	49.23	0.82	47.26	5.41
Sigmoid	1000.000000	1.000000	49.23	0.82	47.26	5.41
Sigmoid	1000.000000	10.000000	49.23	0.82	47.26	5.41
Sigmoid	1000.000000	100.000000	49.23	0.82	47.26	5.41
Sigmoid	1000.000000	1000.000000	49.23	0.82	47.26	5.41
