1 1:0.6976818602005262 2:0.23771599232027305 3:0.25207992604707385 4:0.07494844627746569 5:0.04234516106094006 6:0.1 7:0.09826589595375723 8:1.0 9:0.3670520231213873 10:0.24566473988439305 11:0.1 12:0.1 13:0.1 14:0.1 15:0.014586709886547812 16:0.022690437601296597 17:1.0 18:0.3500810372771475 19:0.2560777957860616 20:0.022690437601296597 21:0.0032414910858995136 22:170.0 23:43.502873468312416 24:169.5 25:43.5 26:169.5 27:43.5 28:169.5 29:43.5 30:699.0 31:97.14285714285714 32:90.3270700943894 33:0.9096773666270399 34:0.9925630055790979 35:0.9944931530476955 36:-47.72572358716533 37:-186.06557315593685 38:159.976769381543 39:168.68445138220264 40:-261.02252160291897 41:-50.119847347016666 42:23.519123900758828 43:267.0302524617678
1 1:0.6533758639021797 2:0.2437533227006911 3:0.1964380648591175 4:0.05563150299992405 5:0.061973114604693555 6:0.171021377672209 7:1.0 8:0.5914489311163895 9:0.1 10:0.1 11:0.1 12:0.1 13:0.02 14:0.0525 15:0.475 16:0.355 17:0.84 18:0.2525 19:0.1425 20:0.01 21:0.1 22:167.0 23:83.50149699256895 24:166.5 25:83.5 26:166.5 27:83.5 28:166.5 29:83.5 30:565.0 31:95.42857142857143 32:103.99156166708521 33:0.898177501629485 34:0.9940722526205036 35:0.9955877428795458 36:-232.41674229292653 37:-132.33743542967838 38:370.28596298173403 39:-449.4972935403895 40:114.232505234563 41:478.1945427414134 42:-308.69779503185356 43:-305.86999044936994
1 1:0.9940884568709674 2:0.2348276400687277 3:0.2678337558724933 4:0.09713194035589412 5:0.02690232736972377 6:0.030921459492888066 7:0.05187074829931973 8:0.12074829931972789 9:1.0 10:0.9966759431045146 11:0.008000927643784787 12:0.0003478664192949907 13:0.9511677899140135 14:0.3309609574715315 15:0.11329305135951662 16:0.08512956077155473 17:1.0 18:0.24930281199163373 19:0.2623896118986753 20:0.09942191494306298 21:0.028192540088310482 22:350.0 23:62.50199996800102 24:349.5 25:62.5 26:349.5 27:62.5 28:349.5 29:62.5 30:56898.0 31:200.0 32:179.5335225362821 33:0.9720754927121937 34:0.8158785892152849 35:0.8771593465336182 36:-731.4039244555463 37:-1287.7258922713802 38:1592.3021174137377 39:-520.2278052264114 40:-556.6401121393508 41:17.324128468943037 42:-449.2705669705341 43:-1420.196069184265
1 1:1.0 2:0.2334737039116601 3:0.2635036496350365 4:0.07042859816582445 5:0.028139621935242373 6:1.0 7:0.494627988181574 8:0.34501745903840986 9:0.00201450443190975 10:0.1 11:0.1 12:0.1 13:0.0035775968418455466 14:0.03663952627683198 15:0.47952134221564274 16:0.39896373056994816 17:1.0 18:0.24438687392055267 19:0.28028620774734764 20:0.029607698001480384 21:0.008758943992104614 22:272.5 23:8.0156097709407 24:272.0 25:8.0 26:272.0 27:8.0 28:272.0 29:8.0 30:5695.0 31:155.71428571428572 32:134.98858606321846 33:0.9343852139835944 34:0.9735049823191901 35:0.9880598988557134 36:-1390.4020129549301 37:-6996.786050110401 38:3663.0674932353213 39:767.1806372178964 40:-3653.3742441376744 41:-2446.017734275736 42:-5311.846597674346 43:1689.5563494687851
1 1:1.0 2:0.26168043677827707 3:0.3287432961298739 4:0.15208725902304682 5:0.079625066434749 6:0.1 7:0.0012958963282937365 8:0.26868250539956806 9:0.7654427645788336 10:0.6710583153347732 11:0.1 12:0.1 13:0.41401804302567663 14:0.2272033310201249 15:0.12477446217904233 16:0.07689104788341429 17:1.0 18:0.3759888965995836 19:0.5475364330326162 20:0.33074253990284525 21:0.13934767522553781 22:168.0 23:140.50088967689848 24:167.5 25:140.5 26:167.5 27:140.5 28:167.5 29:140.5 30:7748.0 31:96.0 32:134.8787815569436 33:0.9712075052298766 34:0.9715767985122938 35:0.9832649497831338 36:-53.21517803401486 37:-93.07124891589645 38:87.86942744050761 39:-307.4219201407479 40:8.93498556207211 41:75.13832354119089 42:371.44354810413085 43:-51.93108732774819
1 1:0.463334063674515 2:0.17199534828847354 3:0.24324574857162118 4:0.058483474626261946 5:0.03318557969426795 6:0.03910614525139665 7:0.4934823091247672 8:0.46741154562383613 9:1.0 10:0.4245810055865922 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:0.5418875927889714 18:0.4740190880169671 19:1.0 20:0.5376458112407211 21:0.08059384941675504 22:283.5 23:168.0007440459714 24:283.0 25:168.0 26:283.0 27:168.0 28:283.0 29:168.0 30:1254.0 31:162.0 32:189.23832290829165 33:0.9391801014109353 34:0.99618519900993 35:0.9973125560008631 36:-148.12961946235444 37:-185.6016059213047 38:337.8606997236639 39:-163.29483481454741 40:-170.63735735337457 41:-134.28652922931423 42:37.15995529090294 43:-468.3085622324984
1 1:0.8117408906882592 2:0.2091605287546949 3:0.18355202185259256 4:0.038851763328618116 5:0.019486854299790253 6:1.0 7:0.6349206349206349 8:0.5747175747175747 9:0.1 10:0.1 11:0.1 12:0.1 13:0.071573907839617 14:0.29539198084979057 15:0.9982046678635548 16:0.646918013165769 17:0.7995212447636146 18:0.3102333931777379 19:0.3223219628964692 20:0.057690005984440455 21:0.017833632555356076 22:355.25 23:206.75151148177852 24:354.75 25:206.75 26:354.75 27:206.7503022972397 28:354.75 29:206.7503022972397 30:6894.0 31:203.0 32:235.22997865311058 33:0.9358442008833497 34:0.9410437340112687 35:0.9726280099526009 36:-3666.0939005952628 37:-1381.425460460262 38:4853.754061914782 39:-4192.012361079907 40:-765.8578003517597 41:1313.5242256768936 42:-1859.6338247212695 43:-2823.5039371453895
1 1:1.0 2:0.34665647772830976 3:0.34879393979666423 4:0.07860987441025982 5:0.02751013356369194 6:0.0033975084937712344 7:0.6058890147225368 8:0.8289920724801813 9:0.8640996602491506 10:0.7157417893544734 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:1.0 18:0.5835156819839533 19:0.5390226112326769 20:0.2990517870167761 21:0.26404084609773887 22:251.0 23:59.50210080324896 24:250.5 25:59.5 26:250.5 27:59.5 28:250.5 29:59.5 30:2728.0 31:143.42857142857142 32:132.10586354766193 33:0.9480062783248168 34:0.9919305703952646 35:0.9938582352587029 36:-209.34559121694667 37:-709.8886205402318 38:660.5692225693343 39:475.219152284418 40:-952.8347504832651 41:-744.9788716501818 42:-443.1757716519242 43:1214.2979907042918
1 1:1.0 2:0.2901260357913794 3:0.3092577118585057 4:0.13292946173664785 5:0.14508042615416752 6:0.1 7:0.1 8:0.04020100502512563 9:0.9346733668341709 10:1.0 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:0.5619596541786743 18:0.2824207492795389 19:0.8731988472622478 20:0.8904899135446686 21:0.9048991354466859 22:225.5 23:69.00181157042184 24:225.0 25:69.0 26:225.0 27:69.0 28:225.0 29:69.0 30:688.0 31:128.85714285714286 32:123.18212830883333 33:0.9217862901760486 34:0.9962981954687039 35:0.9973090680045843 36:-0.18156303977270372 37:-0.7970960111723041 38:0.6362243024630433 39:0.8675992444367999 40:-1.1311004057880047 41:0.5371309219266875 42:-0.0679912559400871 43:0.44045554693373795
1 1:1.0 2:0.4121079222171775 3:0.30417604497725054 4:0.08676668051275611 5:0.04797186989827954 6:0.12785046728971963 7:1.0 8:0.6022429906542056 9:0.1 10:0.1 11:0.1 12:0.1 13:0.1 14:0.01564185544768069 15:1.0 16:0.750269687162891 17:0.947680690399137 18:0.21574973031283712 19:0.1553398058252427 20:0.1 21:0.1 22:421.5 23:76.00822323933114 24:421.0 25:76.0 26:421.0 27:76.00219295081776 28:421.0 29:76.00219295081776 30:2693.0 31:240.85714285714286 32:216.35713106635822 33:0.9445448968140602 34:0.9893076783275135 35:0.9939697243419188 36:187.82083494996854 37:-3353.5569559415644 38:-662.453971381013 39:3906.897999725022 40:1198.1710938376352 41:-1056.547731834223 42:-3393.534947978911 43:357.68581251176045
