1 1:0.19681052914117528 2:0.3230750719620892 3:0.28934775968827225 4:0.01308738187573466 5:0.0013050359579056486 6:0.006469646344510982 7:0.1 8:0.7182038182307072 9:0.6136058080129067 10:1.0 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.04812292970187707 17:0.1214574898785425 18:0.2798122929701877 19:1.0 20:0.09955833640044166 21:0.05566801619433198 22:0.00027603974972396027 23:0.1 24:0.1 25:214.5 26:214.0 27:214.0 28:214.0 29:7792.0 30:122.57142857142857 31:107.56507285340899 32:10.465574905996437 33:0.9603715047584102 34:0.9674806928195839 35:0.9809094172649386 36:1152.600097871506 37:-1164.0182445249823 38:-1466.166377236254 39:2611.991891709583 40:-1220.3451169103437 41:-1313.8579889012617 42:3287.1498906530564 43:-1537.0745420312885 44:1041.0788409436377 45:-174.72379103252436
1 1:0.04537598698702091 2:0.5406034317213957 3:0.5442407401131858 4:0.15938640188868933 5:0.0391067132061405 6:0.017203790933839395 7:7.427764985515858e-05 8:0.6522320433781476 9:0.5452722275867191 10:1.0 11:0.057490900987892744 12:0.009284706231894823 13:0.009358983881749982 14:7.427764985515858e-05 15:0.1 16:0.06563256135499482 17:0.19892844797787765 18:0.34427929484963704 19:1.0 20:0.270566885585897 21:0.3429398548219841 22:0.09726062910473557 23:0.049343242309021776 24:0.0021603871413757346 25:408.5 26:408.0 27:408.0 28:408.0 29:25206.0 30:233.42857142857142 31:209.1587620806311 32:17.722487951635806 33:0.9833310471806967 34:0.9068789818328857 35:0.9386376136454696 36:661.1296336037333 37:-188.87513340897303 38:-1669.5762521192614 39:668.2487691289764 40:1870.5529966134857 41:-1210.9093524493612 42:-1113.459642762867 43:-348.09300346529784 44:1666.0685976240832 45:-906.9880418088593
1 1:1.0 2:0.23083608459944568 3:0.19235192182341376 4:0.02479054165054769 5:0.0040328350141228715 6:0.0011499674087577703 7:0.1 8:0.0931899641577061 9:0.1 10:0.1 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:0.1 18:1.0 19:0.4656652360515021 20:0.08583690987124463 21:0.023605150214592276 22:0.1 23:0.1 24:0.1 25:155.5 26:155.0 27:155.0 28:155.0 29:662.0 30:88.85714285714286 31:87.109829806857 32:0.25007443859039163 33:0.9515562664347383 34:0.9976108516624859 35:0.9987181336327591 36:293.481715061455 37:-222.542732604911 38:387.1374796300726 39:-71.79071242655462 40:-291.1972980817809 41:290.90091298961136 42:-866.2154731305764 43:-464.1486343034218 44:-10.531959027005797 45:-821.9357153060552
1 1:0.6647626727594471 2:0.23182805815021393 3:0.2096297291848666 4:0.0243263221557691 5:0.003875187599399682 6:0.011267163945075376 7:0.9815978456014363 8:0.011520047875523638 9:0.1 10:0.1 11:0.1 12:0.1 13:0.1 14:0.1 15:0.003395311236863379 16:0.17445432497978983 17:0.20274858528698464 18:0.8213419563459984 19:0.2648342764753436 20:0.031042845594179466 21:0.021503637833468068 22:0.00016168148746968473 23:0.1 24:0.1 25:244.25 26:243.75 27:243.75 28:243.75 29:7106.0 30:139.57142857142858 31:133.7512159013967 32:1.3279908501715594 33:0.9553308758351364 34:0.9592214936501883 35:0.9803421420255859 36:4939.532813800064 37:-5979.645351428694 38:-3079.5072557664753 39:9114.897619074132 40:-8829.57430336856 41:2171.0342837243365 42:7314.21043411331 43:4668.376061469766 44:425.68828886889213 45:-684.444531803097
1 1:0.47415405331271976 2:0.8395257212677356 3:1.0 4:0.1307383487519637 5:0.01565967633344139 6:0.0023190285016083585 7:0.1 8:0.09831237064161757 9:0.4558987422384971 10:1.0 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:0.0012893908917427407 18:0.058744649027799266 19:0.8516168961782454 20:0.028160297075661457 21:0.01114033730465728 22:0.0054670173809892204 23:0.0007736345350456444 24:0.1 25:324.0 26:323.5 27:323.5 28:323.5 29:12036.0 30:185.14285714285714 31:160.46755664212588 32:14.112017147174685 33:0.9767386003173951 34:0.954920279381559 35:0.9739188881080771 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 42:0.0 43:0.0 44:0.0 45:0.0
1 1:0.024359349118191563 2:0.599824612686349 3:0.7134000779499172 4:0.134536685179772 5:0.022508038585209004 6:0.00623599337425704 7:0.05315145813734713 8:1.0 9:0.8212605832549389 10:0.5343367826904986 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:0.002042740414833438 18:0.10543683218101822 19:1.0 20:0.3194531741043369 21:0.2085166561910748 22:0.026398491514770583 23:0.017913262099308613 24:0.0017284726587052169 25:293.5 26:293.0 27:293.0 28:293.0 29:4752.0 30:167.71428571428572 31:147.5017813797653 32:3.881299694498958 33:0.9702963482748811 34:0.9813314206258545 35:0.9886105702454057 36:597.7859662531589 37:-230.62440940032926 38:-1618.7384873471538 39:853.1337329694398 40:2163.616691397058 41:-1678.8492163964731 42:-2060.6658235126765 43:1312.958551949067 44:-186.9013200438814 45:142.37281051832792
1 1:1.0 2:0.668639408417565 3:0.9076852896689155 4:0.1917000792297904 5:0.05118724640464815 6:0.011020143573983818 7:0.29337712096332785 8:0.0010946907498631637 9:0.1 10:0.1 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:0.1 18:0.42112211221122114 19:0.6957095709570957 20:0.08514851485148515 21:0.052805280528052806 22:0.015841584158415842 23:0.1 24:0.1 25:267.5 26:267.0 27:267.0 28:267.0 29:1834.0 30:152.85714285714286 31:134.30714114768918 32:0.5644125667407595 33:0.9245222516470897 34:0.9926672094628098 35:0.9955315942099813 36:944.7437421934908 37:-415.14514293463424 38:-2102.271066981705 39:1323.2343321226754 40:1589.1546916346915 41:-1964.9818767070424 42:344.0395204109498 43:-2455.8540255577336 44:-665.5429097438792 45:-1158.6339928002296
1 1:0.8057106889448387 2:0.6673151750972762 3:1.0 4:0.23428702220187686 5:0.058113984893568324 6:0.014122224765392538 7:1.0 8:0.002677376171352075 9:0.1 10:0.1 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.1 17:0.1 18:0.2798816568047337 19:1.0 20:0.2153846153846154 21:0.24497041420118343 22:0.07810650887573964 23:0.1 24:0.1 25:275.0 26:274.5 27:274.5 28:274.5 29:1665.0 30:157.14285714285714 31:140.18602800914073 32:0.5459876965140122 33:0.9222811904078828 34:0.9919242982136243 35:0.9958828750758802 36:1060.6085407643907 37:-478.7149190105169 38:-2525.1335645831055 39:1600.2978007194122 40:2413.8511976443133 41:-2620.302228585394 42:-738.465433379925 43:-1605.7523048981575 44:-1678.8361787741349 45:142.00820551251905
1 1:0.9758788906501518 2:0.13204556346075866 3:0.12775709317899756 4:0.055762401543357785 5:0.012005259212838378 6:0.0022486821248202896 7:1.0 8:0.011748445058742226 9:0.1 10:0.1 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1261682242990654 16:0.24143302180685358 17:0.24610591900311526 18:1.0 19:0.008826583592938734 20:0.1 21:0.1 22:0.1 23:0.1 24:0.1 25:193.5 26:193.0 27:193.0 28:193.0 29:1526.0 30:110.57142857142857 31:102.13696286689492 32:0.9873195238598133 33:0.8990414173022073 34:0.9834359706467082 35:0.9935920791380666 36:1353.771945939662 37:-1240.153570902439 38:-1923.285168554116 39:2939.3023328787353 40:-928.6856383967628 41:-1940.0815083748403 42:3621.7035447974868 43:-2499.411156370281 44:1610.1928750353454 45:-847.3683397302159
1 1:1.0 2:0.4794362482485783 3:0.40801120909915106 4:0.09624989697519162 5:0.026324899035687795 6:0.014934476221874228 7:1.0 8:0.02433862433862434 9:0.009523809523809525 10:0.0005291005291005291 11:0.1 12:0.1 13:0.1 14:0.1 15:0.1 16:0.02803030303030303 17:0.20984848484848484 18:0.7484848484848485 19:0.353030303030303 20:0.03257575757575758 21:0.0022727272727272726 22:0.1 23:0.1 24:0.1 25:149.75 26:149.25 27:149.25 28:149.25 29:1414.0 30:85.57142857142857 31:77.33758491714315 32:1.0297502881290819 33:0.8985771653302834 34:0.9872845428075517 35:0.9938014160454128 36:992.8085350072432 37:-1093.0715022954848 38:-778.6195950209932 39:1912.4164517342863 40:-1853.6911518839213 41:176.2251181121967 42:2202.4696929781894 43:970.0446132089091 44:584.0397661174441 45:795.435872222282
