1 1:1.0 2:0.26168043677827707 3:0.3287432961298739 4:0.15208725902304682 5:0.079625066434749 6:0.1 7:0.0012958963282937365 8:0.26868250539956806 9:0.1 10:0.1 11:1.0 12:0.3759888965995836 13:0.5475364330326162 14:0.33074253990284525 15:0.13934767522553781 16:0.9715767985122938 17:0.9832649497831338 18:87.86942744050761 19:-307.4219201407479 20:-51.93108732774819
1 1:0.463334063674515 2:0.17199534828847354 3:0.24324574857162118 4:0.058483474626261946 5:0.03318557969426795 6:0.03910614525139665 7:0.4934823091247672 8:0.46741154562383613 9:0.1 10:0.1 11:0.5418875927889714 12:0.4740190880169671 13:1.0 14:0.5376458112407211 15:0.08059384941675504 16:0.99618519900993 17:0.9973125560008631 18:337.8606997236639 19:-163.29483481454741 20:-468.3085622324984
1 1:0.8117408906882592 2:0.2091605287546949 3:0.18355202185259256 4:0.038851763328618116 5:0.019486854299790253 6:1.0 7:0.6349206349206349 8:0.5747175747175747 9:0.1 10:0.1 11:0.7995212447636146 12:0.3102333931777379 13:0.3223219628964692 14:0.057690005984440455 15:0.017833632555356076 16:0.9410437340112687 17:0.9726280099526009 18:4853.754061914782 19:-4192.012361079907 20:-2823.5039371453895
1 1:1.0 2:0.34665647772830976 3:0.34879393979666423 4:0.07860987441025982 5:0.02751013356369194 6:0.0033975084937712344 7:0.6058890147225368 8:0.8289920724801813 9:0.1 10:0.1 11:1.0 12:0.5835156819839533 13:0.5390226112326769 14:0.2990517870167761 15:0.26404084609773887 16:0.9919305703952646 17:0.9938582352587029 18:660.5692225693343 19:475.219152284418 20:1214.2979907042918
1 1:1.0 2:0.2901260357913794 3:0.3092577118585057 4:0.13292946173664785 5:0.14508042615416752 6:0.1 7:0.1 8:0.04020100502512563 9:0.1 10:0.1 11:0.5619596541786743 12:0.2824207492795389 13:0.8731988472622478 14:0.8904899135446686 15:0.9048991354466859 16:0.9962981954687039 17:0.9973090680045843 18:0.6362243024630433 19:0.8675992444367999 20:0.44045554693373795
1 1:1.0 2:0.4121079222171775 3:0.30417604497725054 4:0.08676668051275611 5:0.04797186989827954 6:0.12785046728971963 7:1.0 8:0.6022429906542056 9:0.1 10:0.1 11:0.947680690399137 12:0.21574973031283712 13:0.1553398058252427 14:0.1 15:0.1 16:0.9893076783275135 17:0.9939697243419188 18:-662.453971381013 19:3906.897999725022 20:357.68581251176045
1 1:0.6458103929406441 2:0.17758503657892752 3:0.1375518515725168 4:0.028765366920582246 5:0.007134776378309073 6:0.1 7:0.1 8:0.04054054054054054 9:0.1 10:0.1 11:1.0 12:0.08383233532934131 13:0.10778443113772455 14:0.14520958083832336 15:0.11077844311377245 16:0.9959641250612672 17:0.9969893959640012 18:3.544691785593831 19:-2.2061259362295904 20:-6.09690509597244
1 1:0.3496665744752773 2:0.08306444178113764 3:0.0805599090378292 4:0.01951384407363019 5:0.008281859807627301 6:0.5013072709163346 7:0.13153635458167331 8:0.1500871513944223 9:0.045629980079681276 10:0.007532370517928287 11:0.9539012035875273 12:0.2368604489056183 13:0.23718574283191599 14:0.057484083832891865 15:0.024443515033226452 16:0.8241388093668549 17:0.890173255081139 18:7486.280076118711 19:1638.2437161175499 20:2362.8609442294182
1 1:0.2515531432928881 2:0.03409065422656828 3:0.02628568865364344 4:0.0028483638728777445 5:0.009442214098279767 6:1.0 7:0.5107655502392344 8:0.18839712918660287 9:0.1 10:0.1 11:1.0 12:0.24822695035460993 13:0.3702127659574468 14:0.029787234042553193 15:0.1 16:0.9922877443605631 17:0.9960009237571031 18:1552.7185503600706 19:1018.0692800019125 20:2689.7460531154097
1 1:0.2655760565285713 2:0.04052324310823889 3:0.03330107291894311 4:0.004381172405898453 5:0.0030387229038535586 6:0.01328125 7:0.14140625 8:0.21822916666666667 9:0.001953125 10:0.1 11:1.0 12:0.17621853240492769 13:0.1384956767924095 14:0.019205754074527508 15:0.022495982860203535 16:0.9390478021296987 17:0.9623857165711954 18:423.814594960759 19:467.83719526261893 20:970.2992658719795
1 1:1.0 2:0.32683954916155045 3:0.46022175387152936 4:0.19703106386878036 5:0.1802437459910199 6:0.1 7:0.1 8:0.3724373576309795 9:0.1 10:0.1 11:1.0 12:0.40331491712707185 13:0.6035911602209945 14:0.24171270718232044 15:0.27071823204419887 16:0.9923981612446836 17:0.9946814233651637 18:45.41352080845235 19:28.22558449931155 20:75.40046392942462
1 1:1.0 2:0.4001828800660728 3:0.4854580850687275 4:0.1 5:0.021739130434782608 6:0.8836503314540611 7:1.0 8:0.4327489003159656 9:0.0022303450839477107 10:0.1 11:1.0 12:0.6387668004331486 13:0.759092935855787 14:0.29065545576151347 15:0.39123511051659343 16:0.8067625336783524 17:0.8978935876046459 18:15525.711018180806 19:8839.588516649988 20:224.4494583822701
1 1:1.0 2:0.4735808874438008 3:0.4687694451504343 4:0.18130110514184553 5:0.15154728622385039 6:0.1 7:0.13333333333333333 8:0.976068376068376 9:0.1 10:0.1 11:0.7187017001545595 12:0.47449768160741884 13:1.0 14:0.3848531684698609 15:0.1391035548686244 16:0.9952186847701527 17:0.9966859095597388 18:337.25160945920965 19:112.8820876493095 20:559.0113276116335
1 1:1.0 2:0.2545199792423456 3:0.3285313959522574 4:0.11723923196678775 5:0.034810586403736375 6:0.3151689629172664 7:1.0 8:0.48848447460415384 9:0.0020906162176982657 10:0.00041126876413736374 11:1.0 12:0.3138729615012287 13:0.29466080869759476 14:0.10621292228262219 15:0.03993844168093926 16:0.8317757502492623 17:0.9052649472726014 18:-1895.941048220448 19:10651.098534233459 20:1832.854921456932
1 1:1.0 2:0.2619933194908369 3:0.29117992236165025 4:0.08111402004152748 5:0.030865757876681412 6:0.3307513555383424 7:1.0 8:0.3960753937516137 9:0.1 10:0.1 11:1.0 12:0.17306712845064684 13:0.13058979321585007 14:0.04013446062952022 15:0.023632474279311397 16:0.9781516126866051 17:0.9860603297406931 18:2805.915155566586 19:6998.04106819597 20:-6035.021191671888
1 1:0.7959957235882982 2:0.1979541257653805 3:0.17854018855087958 4:0.03890076781028283 5:0.019948488677228107 6:0.6386134109726139 7:0.4307160403966882 8:0.6023109817123101 9:0.02192703120735147 10:0.1 11:1.0 12:0.27571219350876364 13:0.24500401568479235 14:0.05168422544526858 15:0.024708272310672273 16:0.8197170041199069 17:0.891915917030184 18:4769.077777851731 19:-3701.3550756960326 20:-2945.816382388441
1 1:0.1618345573459023 2:0.04442982936899412 3:0.04276736453651942 4:0.0081296357192444 5:0.002895611823596039 6:0.03710220318237454 7:1.0 8:0.6444308445532436 9:0.007726438188494492 10:0.1 11:1.0 12:0.2778668805132318 13:0.26818650475426736 14:0.05097949364188338 15:0.018157864589300035 16:0.731498959423956 17:0.8436909262978399 18:19011.575071145155 19:-13833.299121244578 20:-536.7230205986095
1 1:1.0 2:0.3130676315260494 3:0.4259269411399229 4:0.1899384171189445 5:0.1784076165414908 6:0.1 7:0.1 8:0.3918604651162791 9:0.1 10:0.1 11:1.0 12:0.39415041782729804 13:0.6072423398328691 14:0.24930362116991645 15:0.27715877437325903 16:0.9922824792469869 17:0.9946375738213065 18:45.26526718485807 19:29.8964083702922 20:79.26951229177764
1 1:1.0 2:0.3130676315260494 3:0.4259269411399229 4:0.1899384171189445 5:0.1784076165414908 6:0.1 7:0.1 8:0.3918604651162791 9:0.1 10:0.1 11:1.0 12:0.39415041782729804 13:0.6072423398328691 14:0.24930362116991645 15:0.27715877437325903 16:0.9922824792469869 17:0.9946375738213065 18:45.26526718485807 19:29.8964083702922 20:79.26951229177764
1 1:1.0 2:0.37832892864403334 3:0.44048022407445053 4:0.1643062049648754 5:0.11273745792957014 6:0.1 7:0.011118832522585128 8:0.2453092425295344 9:0.1 10:0.1 11:1.0 12:0.4275296262534184 13:0.7684594348222424 14:0.29535095715587967 15:0.06927985414767548 16:0.9912802072222124 17:0.9939879984038215 18:75.01101082549407 19:-90.59472854423832 20:-114.92777011691389
